Sentence,Sentiment,Cleaned_Sentence,Is_Augmented,Technique
@united an update on flight 5979 would be great!,negative,an update on flight 5979 would be great,False,original
@JetBlue any chance you will by this summer?,neutral,any chance you will by this summer,False,original
@AmericanAir why is it from June 1 thru December 31 there are no bus/first milesaaver awards available from cun to nyc? #Explain #whyfly,neutral,why is it from june 1 thru december 31 there are no busfirst milesaaver awards available from cun to nyc explain whyfly,False,original
"@AmericanAir 
Hello...My baggage has been lost in another city. Can anyone help me with this?",negative,hellomy baggage has been lost in another city can anyone help me with this,False,original
goes to court to gain access to gates at love field deltanews,neutral,march to court to gain access to gates at love field deltanews,True,bert_paraphrasing
of course i am airplane,neutral,of what i am airplane,True,bert_paraphrasing
even though technically after i land i will be silver,neutral,even though shortly after i land i will be silver,True,bert_paraphrasing
@VirginAmerica can u help this 👸 @FreyaBevan_Fund needs urgent treatment in🇺🇸2y old battling cancer could u help with flights 💗#freyasfund,neutral,can u help this princess needs urgent treatment in unitedstates 2y old battling cancer could u help with flights growingheart freyasfund,False,original
@usairways is your clt departures delayed? Hoping I can make my connection after a lengthy take off delay and endless taxi-ing here at clt,negative,is your clt departures delayed hoping i can make my connection after a lengthy take off delay and endless taxiing here at clt,False,original
okay thank you for your help,positive,okay thank you for your give thanks help,True,random_insertion
@USAirways I called more than 25 times to redeem mile points and can't get through.  You advertise the miles but make them very hard to use!,negative,i called more than 25 times to redeem mile points and cant get through you advertise the miles but make them very hard to use,False,original
i got it now wouldnt let me log on with my email thx heres hoping for dtwase without issue today,neutral,i got it now and let me log on with my email thx heres hoping for dtwase without issue looking,True,bert_paraphrasing
@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race http://t.co/rGYwJBbhm4,neutral,adds pillows instead of lieflat seats in first class arms race,False,original
"@united the hotel you sent us to wouldnt take the voucher. Our flight was delayed, then Cancelled Flightled, then delayed again. 32 hours and counting",negative,the hotel you sent us to wouldnt take the voucher our flight was delayed then cancelled flightled then delayed again 32 hours and counting,False,original
just realized my advantage number wasnt used for my flight how do i get my ff miles,neutral,just if my cell number wasnt used for my flight how do i get my ff miles,True,bert_paraphrasing
s ceo battles to appease passengers and wall street waterbury republican american,neutral,s ceo battles to appease passengers and front street waterbury republican american,True,bert_paraphrasing
okay thank you for your help,positive,okay thank you for your assistant help,True,random_insertion
thats ok thanks for letting me know appreciate all the responses,positive,thats reception ok thanks for letting me know appreciate all the responses,True,random_insertion
will i get the full amount credited to my account for us airways credit,neutral,will i get the entire amount credited to my account for us future credit,True,bert_paraphrasing
thank you finally got our bag customer services reps were wonderful,positive,thank you finally got our bag customer the reps were wonderful,True,bert_paraphrasing
thanks well be in touch,positive,thanks well be give thanks in touch,True,random_insertion
@AmericanAir The issue is the lack of consideration of an announcement made so Late Flight when the gate agent had been there for over an hour.,negative,the issue is the lack of consideration of an announcement made so late flight when the gate agent had been there for over an hour,False,original
"@AmericanAir that's unacceptable. They should allow me to wait on hold, or take my number and call me themselves.",negative,thats unacceptable they should allow me to wait on hold or take my number and call me themselves,False,original
@united WTF!?!? Delay after delay. 15 hours YVR to SAN? Unacceptable. Flight Crew Availability is to blame? NEVER AGAIN with @united,negative,wtf delay after delay 15 hours yvr to san unacceptable flight crew availability is to blame never again with,False,original
2 hours to be answered on a call,neutral, hours to be answered on a call,True,synonym_replacement
@AmericanAir instead of putting the burden on your customers do the right thing and get more gate agents.,negative,instead of putting the burden on your customers do the right thing and get more gate agents,False,original
will award me 50000 air miles yes i am going to take a vacation thanksamericanairlines,positive,will take me 50000 air miles yes i am going to get a vacation thanksamericanairlines,True,bert_paraphrasing
"@USAirways @AmericanAir you should partner w/ a different hotel in PHL, the clarion is proving to be very difficult &amp; not customer friendly",negative,you should partner w a different hotel in phl the clarion is proving to be very difficult amp not customer friendly,False,original
@united Fantastic job by your people today on ua22 from Dublin. A jam packed plane but the crew was wonderful!!,positive,fantastic job by your people today on ua22 from dublin a jam packed plane but the crew was wonderful,False,original
at what email adress can i send your ceo mr doug parker a letter that he hopefully reads,neutral,at what email adress can i send your ceo mr doug parker a alphabetic character that he hopefully reads,True,synonym_replacement
