Sentence,Sentiment,Cleaned_Sentence
@SouthwestAir 2nd leg of trip Cancelled Flightled. Been on hold 1.5 hrs. Will we lose our $ if we don't speak to someone before first flight leaves?,negative,2nd leg of trip cancelled flightled been on hold 15 hrs will we lose our if we dont speak to someone before first flight leaves
"@JetBlue Love you, bae. #JetBae",positive,love you bae jetbae
@USAirways — I had exceptional service on flight #403 from IND to PHX!!,positive,i had exceptional service on flight 403 from ind to phx
"@JetBlue Hello Good afternoon how are you, I need know how much flying for summer from june 13th.",neutral,hello good afternoon how are you i need know how much flying for summer from june 13th
"@united And then when we asked the stewardess to take the disinfectant wipe as trash she said, ""not with my hands!"" #badservice",negative,and then when we asked the stewardess to take the disinfectant wipe as trash she said not with my hands badservice
@united Morning! 4603 has been delayed by 7 hours. Can you get me to Newark for my 10am meeting?,negative,morning 4603 has been delayed by 7 hours can you get me to newark for my 10am meeting
@AmericanAir thank you. They are processing my refund.,positive,thank you they are processing my refund
"@united thanks for that advice, so helpful. Can't believe you guys actually charge people to ""fly"" united",negative,thanks for that advice so helpful cant believe you guys actually charge people to fly united
@AmericanAir Still waiting on bags from flight 1613/2440 yesterday  First Class passenger not happy with your service.,negative,still waiting on bags from flight 16132440 yesterday first class passenger not happy with your service
@united with Karen and found her unhelpful and rude  called United at the time &amp; told she could board but Karen would not accept,negative,with karen and found her unhelpful and rude called united at the time amp told she could board but karen would not accept
@united  i have a weekend of dealing with your company that would say otherwise.,negative,i have a weekend of dealing with your company that would say otherwise
@VirginAmerica trying to book a flight with you guys and your website won't let me... about to lose my business,negative,trying to book a flight with you guys and your website wont let me about to lose my business
@united your agents forced me to check a carry on bag. When I received my bag I found your crew had stolen from me. U lost my business!,negative,your agents forced me to check a carry on bag when i received my bag i found your crew had stolen from me u lost my business
"fuck you, @united and your shitty fucking information http://t.co/scQUjbvsTA",negative,fuck you and your shitty fucking information
@AmericanAir you Cancelled Flightled my wife's flight and she has to call but your service won't even let us. Going on 7 hours now.,negative,you cancelled flightled my wifes flight and she has to call but your service wont even let us going on 7 hours now
@SouthwestAir my wife is trying to get a group of clients to their destination and just got disconnected after2 hours holding. Help.,negative,my wife is trying to get a group of clients to their destination and just got disconnected after2 hours holding help
"@united @JMS2802 : sure show a video of your outsourced favorite TIMCO, who has a knack for doing substandard maintenance work on aircraft.",negative,sure show a video of your outsourced favorite timco who has a knack for doing substandard maintenance work on aircraft
@AmericanAir many trips coming up!  I will see you soon 😃,positive,many trips coming up i will see you soon grinningfacewithbigeyes
"@AmericanAir if business class if full but 1st class empty, do you guys upgrade EXP members to 1st?",neutral,if business class if full but 1st class empty do you guys upgrade exp members to 1st
@SouthwestAir k thanks :),neutral,k thanks
@JetBlue why is the buffalo flight so Late Flight?,negative,why is the buffalo flight so late flight
"@AmericanAir your DCA baggage claim employees should realize a please, a thank you and an apology can go a long way #customerservice #DCA",negative,your dca baggage claim employees should realize a please a thank you and an apology can go a long way customerservice dca
"@united yes, but it's not looking. The ticket agent at out terminal dismissed us and we missed a chance at a Miami flight then to DR",negative,yes but its not looking the ticket agent at out terminal dismissed us and we missed a chance at a miami flight then to dr
@USAirways  Have an agent with reservations contact me instead of asking me to waste my time by sitting on the phone for hours,negative,have an agent with reservations contact me instead of asking me to waste my time by sitting on the phone for hours
@USAirways who would like to watch the video of how loyal customers are really treated while asking for an explanation for our 6 hour delay?,negative,who would like to watch the video of how loyal customers are really treated while asking for an explanation for our 6 hour delay
@JetBlue still waiting for bags from flight 26. It landed an hour ago.,negative,still waiting for bags from flight 26 it landed an hour ago
"Too little, too Late Flight. You suck RT @USAirways: @mitchsunderland Oh no, Mitchell. Our agents are happy to offer you available options.",negative,too little too late flight you suck rt oh no mitchell our agents are happy to offer you available options
@AmericanAir why am I continually getting put on hold by painfully inexperienced people when calling your Platinum desk?!,negative,why am i continually getting put on hold by painfully inexperienced people when calling your platinum desk
